,Publisher,count,Source_new
23224,Studies in History and Philosophy of Science Part B - Studies in History and Philosophy of Modern Physics,13,Studies in History and Philosophy of Science Part B - Studies in History and Philosophy of Modern Physics
23225,Studies in History and Philosophy of Science Part C :Studies in History and Philosophy of Biological and Biomedical Sciences,8,others
23226,Studies in Interface Science,1,others
23227,Studies in Language,9,others
23228,Studies in Logic and the Foundations of Mathematics,13,Studies in Logic and the Foundations of Mathematics
23229,Studies in Managerial and Financial Accounting,5,others
23230,Studies in Multidisciplinarity,1,others
23231,Studies in Mycology,1,others
23232,Studies in Natural Products Chemistry,9,others
23233,Studies in Nonlinear Dynamics and Econometrics,11,Studies in Nonlinear Dynamics and Econometrics
23234,Studies in Philology,1,others
23235,Studies in Philosophy and Education,1,others
23236,Studies in Regional Science,9,others
23237,Studies in Religion/Sciences Religieuses,1,others
23238,Studies in Second Language Acquisition,1,others
23239,Studies in Surface Science and Catalysis,260,Studies in Surface Science and Catalysis
23240,Studies in Theatre and Performance,1,others
23241,Studies in health technology and informatics,5,others
23242,Studies in human ecology,1,others
23243,Studies in the History of Art,4,others
23244,Studies in the History of Gardens and Designed Landscapes,5,others
23245,Studies of Transition States and Societies,2,others
23246,Studies on Neotropical Fauna and Environment,7,others
23247,Studies on Russian Economic Development,1,others
23248,Studii si Cercetari Lingvistice,1,others
23249,Studio K Krzysztof Molenda,3,others
23250,Stygologia,3,others
23251,Style,4,others
23252,Substance Abuse,1,others
23253,"Substance Abuse: Treatment, Prevention, and Policy",3,others
23254,Substance Use and Misuse,12,Substance Use and Misuse
23255,Substance and Alcohol Actions/Misuse,7,others
23256,Subsurface Sensing Technologies and Applications,3,others
23257,Sucht,2,others
23258,Suchttherapie,1,others
23259,Sugar Tech,2,others
23260,Sugar technology reviews,2,others
23261,Suicide and Life-Threatening Behavior,8,others
23262,Suicide and Life‐Threatening Behavior,1,others
23263,Sultan Qaboos University,7,others
23264,Sumarski List,2,others
23265,Sumy State University,4,others
23266,Sungkyunkwan University,8,others
23267,Suo,1,others
23268,Suomen Antropologi,2,others
23269,Supercomputer,3,others
23270,Superconductor Science and Technology,223,Superconductor Science and Technology
23271,Superlattices and Microstructures,151,Superlattices and Microstructures
23272,Supplements to Clinical Neurophysiology,27,Supplements to Clinical Neurophysiology
23273,Supply Chain Management,14,Supply Chain Management
23274,Supply Chain Management: An International Journal,1,others
23275,Supporting Academic Initiatives Foundation,5,others
23276,Supportive Care in Cancer,109,Supportive Care in Cancer
23277,Supramolecular Chemistry,68,Supramolecular Chemistry
23278,Supramolecular Science,2,others
23279,Surface Coatings International Part A: Coatings Journal,1,others
23280,Surface Coatings International Part B: Coatings International,4,others
23281,Surface Coatings International Part B: Coatings Transactions,2,others
23282,Surface Engineering,22,Surface Engineering
23283,Surface Review and Letters,4,others
23284,Surface Science,948,Surface Science
23285,Surface Science Letters,6,others
23286,Surface Science Reports,2,others
23287,Surface Science Spectra,40,Surface Science Spectra
23288,Surface Technology,29,Surface Technology
23289,Surface and Coatings Technology,380,Surface and Coatings Technology
23290,Surface and Interface Analysis,163,Surface and Interface Analysis
23291,Surfaces and Interfaces,1,others
23292,Surgeon,9,others
23293,Surgery,91,Surgery
23294,Surgery (United States),32,Surgery (United States)
23295,Surgery Gynecology and Obstetrics,37,Surgery Gynecology and Obstetrics
23296,Surgery Today,64,Surgery Today
23297,Surgery and Immunity,2,others
23298,Surgery for Obesity and Related Diseases,26,Surgery for Obesity and Related Diseases
23299,Surgery in Italy,236,Surgery in Italy
23300,"Surgery, Gastroenterology and Oncology",1,others
23301,Surgical Chronicles,3,others
23302,Surgical Clinics of North America,2,others
23303,Surgical Endoscopy,26,Surgical Endoscopy
23304,Surgical Endoscopy and Other Interventional Techniques,184,Surgical Endoscopy and Other Interventional Techniques
23305,Surgical Forum,1,others
23306,Surgical Infections,9,others
23307,Surgical Innovation,36,Surgical Innovation
23308,Surgical Laparoscopy and Endoscopy,16,Surgical Laparoscopy and Endoscopy
23309,"Surgical Laparoscopy, Endoscopy and Percutaneous Techniques",64,"Surgical Laparoscopy, Endoscopy and Percutaneous Techniques"
23310,Surgical Neurology,154,Surgical Neurology
23311,Surgical Neurology International,2,others
23312,Surgical Oncology,1,others
23313,Surgical Practice,1,others
23314,Surgical Research Communications,27,Surgical Research Communications
23315,Surgical Society of Northern Greece,5,others
23316,Surgical and Cosmetic Dermatology,2,others
23317,Surgical and Radiologic Anatomy,50,Surgical and Radiologic Anatomy
23318,Surgical endoscopy,30,Surgical endoscopy
23319,Surgical neurology,3,others
23320,Surgical technology international,41,Surgical technology international
23321,Surrey Beatty and Sons,1,others
23322,Surrey Beatty and Sons Pty Ltd,2,others
23323,Surveillance Studies Network,2,others
23324,Survey Methodology,2,others
23325,Survey Research Methods,3,others
23326,Survey Review,6,others
23327,Survey of Ophthalmology,14,Survey of Ophthalmology
23328,Survey of ophthalmology,1,others
23329,Surveys in Geophysics,11,Surveys in Geophysics
23330,Surveys in High Energy Physics,1,others
23331,Survival,1,others
23332,Sustainability,2,others
23333,Sustainability (Switzerland),22,Sustainability (Switzerland)
23334,Sustainability Science,8,others
23335,Sustainable Building Research Center,3,others
23336,Sustainable Cities and Society,9,others
23337,Sustainable Computing: Informatics and Systems,3,others
23338,Sustainable Development,2,others
23339,Sustainable Energy Technologies and Assessments,2,others
23340,Sustainable Production and Consumption,1,others
23341,Svdig Press,13,Svdig Press
23342,Sverre Raffnsoe,1,others
23343,Swansea University,2,others
23344,Swarm Intelligence,2,others
23345,Swarm and Evolutionary Computation,1,others
23346,Swedish Nutrition Foundation,5,others
23347,Swedish Research Council,1,others
23348,Sweet and Maxwell,5,others
23349,Sweet and Maxwell Ltd,1,others
23350,Sweet and Maxwell-Thomson Reuters,2,others
23351,"Swets & Zeitlinger, Lisse",5,others
23352,"Swets & Zeitlinger, Lisse, Netherlands",3,others
23353,Swets en Zeitlinger B.V.,67,Swets en Zeitlinger B.V.
23354,Swiss Chemical Society,23,Swiss Chemical Society
23355,Swiss Federal Institute of Technology Zurich (ETH),2,others
23356,Swiss Journal of Geosciences,21,Swiss Journal of Geosciences
23357,Swiss Journal of Psychology,10,others
23358,Swiss Medical Weekly,8,others
23359,Swiss Political Science Review,5,others
23360,Swiss Surgery,1,others
23361,Swiss medical weekly,2,others
23362,"Swiss medical weekly : official journal of the Swiss Society of Infectious Diseases, the Swiss Society of Internal Medicine, the Swiss Society of Pneumology",1,others
23363,Sydowia,12,Sydowia
23364,Symbiosis,17,Symbiosis
23365,Symbolae Osloenses,4,others
23366,Symbolic Interaction,1,others
23367,Symmetrion,3,others
23368,Symmetry,12,Symmetry
23369,"Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)",30,"Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)"
23370,Symposia of the Society for Experimental Biology,2,others
23371,Symposia on Quantitative Biology,1,others
23372,Symposium (International) on Combustion,52,Symposium (International) on Combustion
23373,Symposium - Quarterly Journal in Modern Literatures,2,others
23374,Symposium Journals Ltd,4,others
23375,Synapse,93,Synapse
23376,Synchrotron Radiation News,7,others
23377,Synergies Espagne,1,others
23378,Synergies Italie,3,others
23379,Synlett,282,Synlett
23380,Syntax,2,others
23381,Synthese,38,Synthese
23382,Synthesis,244,Synthesis
23383,Synthesis (Germany),11,Synthesis (Germany)
23384,Synthesis Lectures on Biomedical Engineering,3,others
23385,Synthesis Lectures on Computer Science,1,others
23386,Synthesis Lectures on Engineering,4,others
23387,Synthesis Lectures on Power Electronics,2,others
23388,Synthesis Lectures on Signal Processing,1,others
23389,Synthesis and Reactivity in Inorganic and Metal-Organic Chemistry,25,Synthesis and Reactivity in Inorganic and Metal-Organic Chemistry
23390,"Synthesis and Reactivity in Inorganic, Metal-Organic and Nano-Metal Chemistry",1,others
23391,Synthetic Communications,297,Synthetic Communications
23392,Synthetic Metals,315,Synthetic Metals
23393,Syrexe,1,others
23394,Syscom 18 SRL,33,Syscom 18 SRL
23395,System,3,others
23396,System Dynamics Review,7,others
23397,Systematic Biology,11,Systematic Biology
23398,Systematic Botany,3,others
23399,Systematic Entomology,26,Systematic Entomology
23400,Systematic Parasitology,31,Systematic Parasitology
23401,Systematic and Applied Acarology Society,26,Systematic and Applied Acarology Society
23402,Systematic and Applied Microbiology,44,Systematic and Applied Microbiology
23403,Systematic parasitology,1,others
23404,Systematics and Biodiversity,11,Systematics and Biodiversity
23405,Systemic Practice and Action Research,2,others
23406,Systems Analysis Modelling Simulation,5,others
23407,Systems Biology in Reproductive Medicine,7,others
23408,Systems Research,5,others
23409,Systems Research Institute,6,others
23410,"Systems Research Institute, Polish Academy of Sciences",1,others
23411,Systems Research and Behavioral Science,5,others
23412,Systems Science,18,Systems Science
23413,Systems and Control Letters,314,Systems and Control Letters
23414,Systems and Synthetic Biology,2,others
23415,Szemeszet Ophthalmologica Hungarica,1,others
23416,"Szent IstvÃ¡n University, Institute of Nature Conservation and Landscape Management",3,others
23417,T&K Academic,1,others
23418,T.M.C. Asser Press,3,others
23419,TAL Traitement Automatique des Langues,3,others
23420,TDR - The Drama Review - A Journal of Performance Studies,2,others
23421,TERMOTECHNICA,1,others
23422,TERMOTECNICA,12,TERMOTECNICA
23423,TESOL,1,others
23424,TESOL Quarterly,2,others
23425,THE EMS PUBLISHING HOUSE ,4,others
23426,THROMB.DIATHES.HAEMORR.,1,others
23427,THROMB.DIATHES.HAEMORRH,1,others
23428,THROMB.DIATHES.HAEMORRH.,4,others
23429,TIGIS Spol. s.r.o.,1,others
23430,TOP,2,others
23431,TOPRA,1,others
23432,TOXICOL.METHODS,1,others
23433,TPMA,1,others
23434,TQM Journal,20,TQM Journal
23435,TQM Magazine,5,others
23436,TRANS.ST.JOHN'S HOSP.DERM.SOC.,1,others
23437,TRIB. CEBEDEAU,2,others
23438,TU Delft,25,TU Delft
23439,TU Munchen,1,others
23440,TUBITAK,54,TUBITAK
23441,TUT Textiles a Usages Techniques,1,others
23442,Tabriz University of Medical Sciences,9,others
23443,Taiwan Academic Network Management Committee,2,others
23444,Taiwan Association of Engineering and Technology Innovation,4,others
23445,Taiwan Food and Drug Administration,4,others
23446,Taiwan Geotechnical Society,4,others
23447,Taiwan Institute of Chemical Engineers,22,Taiwan Institute of Chemical Engineers
23448,Taiwan Joint Irrigation Associations,2,others
23449,Taiwan Journal of East Asian Studies,1,others
23450,Taiwan Journal of Linguistics,2,others
23451,Taiwan Nurses Association,3,others
23452,Taiwan Review,1,others
23453,Taiwan Society of Geriatric Emergency and Critical Care Medicine (TSGECM),2,others
